4
8
12
20
24
660
28
32
51
533
36
40
31
44
48
50
52
112
56
58
84
204
60
64
68
535
70
72
92
76
96
100
854
108
132
116
120
124
136
140
148
152
156
344
446
170
174
178
184
188
384
191
192
531
196
203
200
408
180
208
262
212
214
588
218
818
222
226
232
233
231
97
28
234
238
242
246
886
278
866
720
230
280
582
590
592
868
717
736
835
810
890
836
251
254
258
583
266
270
268
276
288
292
300
304
308
312
320
324
624
328
332
336
340
348
352
699
356
360
364
368
372
376
381
388
392
400
398
404
296
414
417
418
428
422
426
430
434
440
442
450
454
458
462
466
470
584
474
478
480
175
484
496
499
500
504
508
104
580
516
524
530
532
528
540
554
558
562
566
579
512
490
586
585
591
598
600
459
604
608
616
620
634
410
498
638
642
643
646
647
461
654
659
658
662
534
666
670
882
674
678
457
682
686
688
891
690
694
702
703
705
711
90
706
710
728
724
144
275
729
740
748
752
757
760
762
807
764
626
768
772
776
780
788
792
795
796
798
800
804
784
826
834
858
850
842
841
1981
860
548
862
704
876
887
894
716
